주소,축종,사육두수,발생일,지역코드,location,avg_temperature(C),daily_rain(mm),avg_wind(m/s),avg_r_humidity(%)
충청남도 논산시 연무읍 마전리,닭-종계,40000,20140220,236,부여,0.0,0.0,1.1,72.4
충청남도 논산시 은진면 토양리,닭-토종닭,43400,20170301,236,부여,4.7,2.0,1.2,67.5
충청남도 부여군 홍산면 북촌리,닭-종계,15983,20140124,236,부여,3.2,0.0,0.9,75.8
충청남도 논산시 노성면 송당리,닭-원종계,33000,20170327,236,부여,5.6,0.4,1.8,71.1
충청남도 논산시 부적면 외성리,오리-산란오리,7800,20080425,236,부여,12.9,1.5,2.5,52.9
충청남도 논산시 광석면 사월리,닭-산란계,920000,20170319,236,부여,8.0,0.0,0.9,51.8
충청남도 논산시 광석면 광리,닭-육계,85500,20201229,236,부여,0.6,0.9,1.2,87.3
충청남도 공주시 계룡면 경천리,닭-종계,22000,20170329,236,부여,8.9,0.3,1.5,61.4
충청남도 청양군 청남면 왕진리,오리-육용오리,2000,20140228,236,부여,7.2,0.0,0.9,70.8
충청남도 청양군 운곡면 위라리,닭-산란계,35000,20140214,236,부여,2.4,0.0,1.6,62.0
충청남도 청양군 비봉면 양사리,닭-산란계,47000,20150310,236,부여,-1.4,0.0,4.1,42.4
충청남도 공주시 탄천면 남산리,닭-산란계,63142,20140508,236,부여,14.5,1.5,2.6,76.3
충청남도 청양군 비봉면 양사리,닭-산란계,90000,20170222,236,부여,2.4,17.5,1.9,84.5
세종특별자치시 부강면 등곡리,닭-산란계,140000,20210104,239,세종,-3.4,0.0,0.7,60.9
전라북도 부안군 줄포면 파산리,오리-종오리,2500,20140124,243,부안,6.5,0.0,1.9,67.1
전라북도 부안군 줄포면 신리,오리-육용오리,6000,20140117,243,부안,0.8,0.0,0.9,75.3
전라북도 부안군 줄포면 우포리,오리-육용오리,19400,20140122,243,부안,-2.2,0.0,0.9,72.1
전라북도 부안군 줄포면 장동리,오리-육용오리,7000,20161209,243,부안,5.3,3.0,2.5,63.6
전라북도 부안군 줄포면 파산리,오리-육용오리,11000,20140124,243,부안,6.5,0.0,1.9,67.1
전라북도 부안군 줄포면 줄포리,오리-육용오리,19700,20140120,243,부안,2.3,1.5,3.3,72.1
전라북도 부안군 줄포면 파산리,오리-육용오리,10500,20140124,243,부안,6.5,0.0,1.9,67.1
전라북도 부안군 줄포면 신리,오리-육용오리,9200,20140118,243,부안,-0.4,0.0,1.9,68.9
전라북도 부안군 줄포면 장동리,오리-육용오리,28500,20140123,243,부안,-0.7,0.0,0.7,67.9
전라북도 부안군 줄포면 신리,오리-육용오리,15000,20140120,243,부안,2.3,1.5,3.3,72.1
전라북도 부안군 줄포면 파산리,오리-육용오리,7000,20140123,243,부안,-0.7,0.0,0.7,67.9
전라북도 부안군 줄포면 신리,오리-육용오리,15000,20140119,243,부안,-1.7,0.0,1.2,60.4
전라북도 부안군 줄포면 신리,오리-육용오리,50100,20201230,243,부안,-6.0,19.3,2.1,89.9
전라북도 부안군 줄포면 대동리,오리-종오리,10000,20161208,243,부안,5.3,9.0,1.2,75.6
전라북도 부안군 줄포면 난산리,오리-육용오리,8000,20140124,243,부안,6.5,0.0,1.9,67.1
전라북도 부안군 주산면 사산리,오리-육용오리,14000,20210209,243,부안,-0.5,0.0,0.9,63.8
전라북도 부안군 동진면 동전리,오리-육용오리,14000,20140129,243,부안,1.9,0.0,1.1,63.0
전라북도 부안군 동진면 동전리,오리-육용오리,17500,20150126,243,부안,5.6,0.5,2.0,87.6
전라북도 부안군 계화면 양산리,오리-육용오리,26200,20170106,243,부안,6.5,0.1,1.2,72.8
전라북도 부안군 계화면 양산리,오리-육용오리,35000,20140127,243,부안,0.7,0.0,1.0,65.8
전라북도 부안군 줄포면 신리,오리-육용오리,8500,20140119,243,부안,-1.7,0.0,1.2,60.4
전라북도 부안군 동진면 동전리,오리-육용오리,11000,20150204,243,부안,0.6,0.0,0.6,79.5
전라북도 부안군 계화면 양산리,오리-기타,18100,20140125,243,부안,7.7,0.1,2.2,78.1
전라북도 부안군 진서면 운호리,오리-종오리,6200,20210104,243,부안,-2.1,0.0,0.7,80.6
전라북도 임실군 오수면 대정리,닭-종계,36000,20201214,244,임실,-4.6,0.0,2.0,54.4
전라북도 임실군 삼계면 죽계리,닭-토종닭,30,20170608,244,임실,18.5,0.0,1.3,68.0
전라북도 임실군 신덕면 신덕리,닭-토종닭,12,20170609,244,임실,19.4,0.0,1.0,66.4
전라북도 임실군 임실읍 정월리,닭-토종닭,15,20170609,244,임실,19.4,0.0,1.0,66.4
전라북도 임실군 청웅면 옥전리,오리-육용오리,27000,20140127,244,임실,-1.7,0.0,1.1,60.0
전라북도 임실군 관촌면 병암리,닭-토종닭,40,20170609,244,임실,19.4,0.0,1.0,66.4
전라북도 임실군 신덕면 오궁리,닭-토종닭,14,20170607,244,임실,16.8,1.5,2.1,88.6
전라북도 정읍시 소성면 화룡리,닭-종계,24000,20161220,245,정읍,7.9,0.0,1.3,81.3
전라북도 정읍시 정우면 우일리,오리-종오리,8500,20210112,245,정읍,-1.5,0.3,1.6,75.3
전라북도 정읍시 정우면 대사리,오리-육용오리,6,20150218,245,정읍,2.3,0.0,1.7,72.4
전라북도 정읍시 정우면 대사리,오리-육용오리,15500,20161215,245,정읍,-1.0,0.5,2.5,67.4
전라북도 정읍시 정우면 대사리,오리-육용오리,17500,20201210,245,정읍,4.7,0.0,0.4,64.8
전라북도 정읍시 입암면 하부리,오리-육용오리,14500,20140130,245,정읍,6.6,1.5,1.1,91.1
전라북도 정읍시 입암면 접지리,오리-육용오리,8000,20140207,245,정읍,3.6,0.1,1.0,53.0
전라북도 정읍시 입암면 접지리,오리-종오리,13000,20140213,245,정읍,2.0,0.0,0.9,62.3
전라북도 정읍시 입암면 접지리,오리-육용오리,8000,20140213,245,정읍,2.0,0.0,0.9,62.3
전라북도 정읍시 입암면 단곡리,오리-육용오리,53000,20150429,245,정읍,18.2,28.5,1.7,85.1
전라북도 정읍시 입암면 단곡리,오리-육용오리,13000,20201227,245,정읍,4.2,5.4,0.5,80.3
전라북도 정읍시 이평면 청량리,오리-육용오리,10000,20140124,245,정읍,7.9,0.0,1.4,61.4
전라북도 정읍시 소성면 애당리,오리-종오리,6800,20161218,245,정읍,5.2,0.5,0.8,76.6
전라북도 정읍시 이평면 청량리,오리-종오리,10300,20140130,245,정읍,6.6,1.5,1.1,91.1
전라북도 정읍시 이평면 장내리,오리-기타,10500,20140206,245,정읍,-0.1,0.0,1.0,41.6
전라북도 정읍시 이평면 장내리,오리-종오리,6200,20140203,245,정읍,0.8,0.2,2.2,52.9
전라북도 정읍시 이평면 장내리,닭-종계,30000,20161227,245,정읍,0.9,0.0,3.8,63.0
전라북도 정읍시 이평면 장내리,오리-육용오리,18500,20161227,245,정읍,0.9,0.0,3.8,63.0
전라북도 정읍시 이평면 장내리,오리-육용오리,29000,20171222,245,정읍,2.5,0.0,0.9,73.8
전라북도 정읍시 영원면 은선리,오리-육용오리,37000,20080411,245,정읍,13.2,0.0,1.4,66.6
전라북도 정읍시 영원면 앵성리,오리-기타,10000,20080407,245,정읍,10.7,1.0,1.1,84.3
전라북도 정읍시 영원면 앵성리,오리-기타,10000,20080407,245,정읍,10.7,1.0,1.1,84.3
전라북도 정읍시 영원면 앵성리,오리-육용오리,12000,20140129,245,정읍,3.6,0.1,0.8,54.1
전라북도 정읍시 영원면 앵성리,오리-육용오리,21000,20140129,245,정읍,3.6,0.1,0.8,54.1
전라북도 정읍시 이평면 청량리,오리-육용오리,30000,20161226,245,정읍,3.7,13.3,1.6,90.3
전라북도 정읍시 영원면 앵성리,오리-육용오리,22400,20161216,245,정읍,-0.7,0.0,1.5,57.9
전라북도 정읍시 소성면 화룡리,닭-기타,22000,20080419,245,정읍,16.6,0.0,1.3,55.9
전라북도 정읍시 소성면 기린리,오리-육용오리,19000,20201126,245,정읍,6.6,0.0,0.8,70.0
전라북도 정읍시 고부면 관청리,오리-육용오리,10000,20161206,245,정읍,1.5,0.0,2.3,54.6
전라북도 정읍시 고부면 관청리,오리-육용오리,16300,20161205,245,정읍,9.3,0.0,2.6,73.8
전라북도 정읍시 고부면 관청리,오리-육용오리,13000,20161205,245,정읍,9.3,0.0,2.6,73.8
전라북도 정읍시 고부면 관청리,오리-육용오리,38500,20161205,245,정읍,9.3,0.0,2.6,73.8
전라북도 정읍시 고부면 관청리,오리-육용오리,10000,20150320,245,정읍,11.7,0.0,1.1,68.8
전라북도 정읍시 고부면 관청리,오리-육용오리,20000,20080411,245,정읍,13.2,0.0,1.4,66.6
전라북도 정읍시 고부면 덕안리,닭-토종닭,8000,20161215,245,정읍,-1.0,0.5,2.5,67.4
전라북도 정읍시 고부면 백운리,오리-육용오리,10000,20140122,245,정읍,-2.4,0.0,1.0,69.3
전라북도 정읍시 고부면 신중리,닭-토종닭,24000,20161221,245,정읍,11.2,13.2,2.1,85.6
전라북도 정읍시 고부면 신흥리,오리-육용오리,16400,20161206,245,정읍,1.5,0.0,2.3,54.6
전라북도 정읍시 소성면 기린리,오리-육용오리,19000,20201126,245,정읍,6.6,0.0,0.8,70.0
전라북도 정읍시 고부면 신흥리,오리-육용오리,14000,20161205,245,정읍,9.3,0.0,2.6,73.8
전라북도 정읍시 고부면 용흥리,오리-육용오리,13700,20161205,245,정읍,9.3,0.0,2.6,73.8
전라북도 정읍시 고부면 용흥리,오리-육용오리,14000,20161204,245,정읍,6.1,0.0,0.6,73.6
전라북도 정읍시 고부면 입석리,오리-육용오리,10000,20161205,245,정읍,9.3,0.0,2.6,73.8
전라북도 정읍시 삼산동,닭-산란계,16000,20140213,245,정읍,2.0,0.0,0.9,62.3
전라북도 정읍시 소성면 고교리,오리-육용오리,15000,20161217,245,정읍,3.9,0.0,1.1,68.5
전라북도 정읍시 소성면 고교리,오리-종오리,25920,20161213,245,정읍,5.1,0.0,1.7,75.4
전라북도 정읍시 소성면 고교리,오리-육용오리,27500,20161213,245,정읍,5.1,0.0,1.7,75.4
전라북도 정읍시 소성면 고교리,오리-종오리,22000,20150119,245,정읍,2.4,0.0,1.7,70.8
전라북도 정읍시 소성면 고교리,오리-육용오리,12500,20150119,245,정읍,2.4,0.0,1.7,70.8
전라북도 정읍시 소성면 고교리,오리-육용오리,50000,20150117,245,정읍,-0.7,0.1,2.0,63.3
전라북도 정읍시 고부면 용흥리,오리-육용오리,10500,20161208,245,정읍,5.0,0.7,1.1,74.4
전라북도 진안군 부귀면 오룡리,오리-육용오리,1,20140327,248,장수,10.6,0.0,1.3,75.8
전라북도 고창군 고수면 인성리,오리-육용오리,11900,20140411,251,고창군,14.2,0.0,1.4,64.9
전라북도 고창군 고수면 봉산리,오리-육용오리,10000,20201230,251,고창군,-6.4,0.0,3.2,82.5
전라북도 고창군 고수면 장두리,오리-육용오리,8000,20140414,251,고창군,13.4,0.0,1.3,69.8
전라북도 고창군 아산면 학전리,오리-육용오리,17800,20210128,251,고창군,-0.5,0.3,3.2,67.8
전라북도 고창군 무장면 목우리,오리-육용오리,15800,20170305,251,고창군,6.0,0.0,1.2,62.9
전라북도 고창군 고수면 장두리,닭-산란계,30000,20140418,251,고창군,13.5,1.5,1.6,84.8
전라북도 고창군 신림면 벽송리,오리-육용오리,10000,20140120,251,고창군,3.4,3.0,2.9,67.0
전라북도 고창군 아산면 반암리,메추리,100000,20110124,251,고창군,-3.6,6.9,2.5,82.0
전라북도 고창군 아산면 성산리,오리-육용오리,36000,20210127,251,고창군,2.7,0.0,2.2,58.1
전라북도 고창군 아산면 성산리,닭-산란계,81000,20170302,251,고창군,2.3,4.5,3.3,69.4
전라북도 고창군 아산면 성산리,오리-육용오리,13000,20170225,251,고창군,3.1,0.0,1.0,64.4
전라북도 고창군 아산면 성산리,오리-육용오리,10000,20170224,251,고창군,1.0,0.0,2.0,56.8
전라북도 고창군 아산면 학전리,오리-육용오리,15000,20170225,251,고창군,3.1,0.0,1.0,64.4
전라북도 고창군 아산면 학전리,오리-육용오리,15000,20170225,251,고창군,3.1,0.0,1.0,64.4
전라북도 고창군 해리면 사반리,오리-육용오리,11200,20140121,251,고창군,-2.0,6.0,2.6,75.8
전라북도 고창군 해리면 왕촌리,오리-종오리,5,20140124,251,고창군,9.5,0.0,2.8,65.8
전라북도 고창군 흥덕면 사천리,오리-육용오리,25680,20201216,251,고창군,-4.2,0.3,2.0,77.5
전라북도 고창군 흥덕면 사천리,오리-육용오리,20000,20140123,251,고창군,-0.3,0.0,0.6,67.4
전라북도 고창군 흥덕면 용반리,오리-육용오리,16000,20140120,251,고창군,3.4,3.0,2.9,67.0
전라북도 고창군 흥덕면 치룡리,오리-육용오리,12300,20171117,251,고창군,6.9,0.3,0.9,59.5
전라북도 고창군 신림면 무림리,오리-육용오리,12000,20161208,251,고창군,6.1,0.0,1.4,74.6
전라북도 고창군 성송면 학천리,오리-육용오리,8000,20170308,251,고창군,2.8,0.0,2.2,66.0
전라북도 고창군 신림면 무림리,오리-종오리,20000,20140116,251,고창군,-0.7,0.0,1.1,67.3
전라북도 고창군 성내면 신성리,야생오리-가창오리,0,20140121,251,고창군,-2.0,6.0,2.6,75.8
전라북도 고창군 부안면 운양리,오리-육용오리,12000,20140123,251,고창군,-0.3,0.0,0.6,67.4
전라북도 고창군 성내면 신성리,야생오리-가창오리,0,20140119,251,고창군,-0.2,0.0,1.1,54.0
전라북도 고창군 성내면 신성리,야생조류-큰기러기,0,20140119,251,고창군,-0.2,0.0,1.1,54.0
전라북도 고창군 성내면 신성리,야생오리-가창오리,0,20140120,251,고창군,3.4,3.0,2.9,67.0
전라북도 고창군 성내면 신성리,야생오리-가창오리,0,20140122,251,고창군,-2.0,0.0,1.3,71.3
전라북도 고창군 성내면 신성리,야생오리-가창오리,0,20140117,251,고창군,1.0,0.0,0.7,72.3
전라북도 고창군 성내면 신성리,야생조류-물닭,0,20140122,251,고창군,-2.0,0.0,1.3,71.3
전라북도 고창군 성내면 신성리,야생조류-큰기러기,0,20140121,251,고창군,-2.0,6.0,2.6,75.8
전라북도 고창군 성내면 신성리,야생조류-큰기러기,0,20140120,251,고창군,3.4,3.0,2.9,67.0
전라남도 영광군 묘량면 덕흥리,닭-산란계,198000,20140307,252,영광군,1.3,0.0,3.8,42.6
전라남도 함평군 월야면 외치리,관상조류-기러기,7500,20140731,252,영광군,29.5,0.0,2.2,70.0
전라남도 함평군 월야면 외치리,오리-육용오리,1,20140725,252,영광군,29.0,9.0,5.3,77.0
전라남도 함평군 월야면 외치리,오리-종오리,5000,20140315,252,영광군,6.8,0.0,3.2,73.1
전라남도 함평군 신광면 가덕리,오리-육용오리,7000,20140220,252,영광군,0.1,0.0,2.2,68.6
전라남도 함평군 나산면 삼축리,오리-육용오리,12000,20210124,252,영광군,7.3,0.2,0.8,81.1
전라남도 영광군 묘량면 영양리,오리-종오리,19700,20140226,252,영광군,6.6,0.0,1.2,72.0
전라남도 영광군 홍농읍 신석리,오리-종오리,5400,20140222,252,영광군,1.2,0.0,2.6,63.3
전라남도 함평군 월야면 외치리,오리-육용오리,30000,20140728,252,영광군,22.5,11.0,1.7,81.3
전라북도 남원시 사매면 관풍리,오리-육용오리,40000,20201222,254,순창군,-1.0,0.0,0.6,83.8
전라북도 남원시 주생면 중동리,오리-육용오리,13500,20201223,254,순창군,0.2,0.0,0.8,86.3
전라북도 순창군 구림면 화암리,닭-토종닭,7,20170609,254,순창군,20.4,0.0,2.5,65.5
전라북도 순창군 동계면 관전리,오리-육용오리,8000,20140306,254,순창군,1.3,0.0,2.6,37.8
전라북도 순창군 동계면 현포리,오리-육용오리,9000,20080417,254,,,,,
전라북도 순창군 동계면 현포리,오리-육용오리,9500,20140309,254,순창군,1.2,1.0,2.6,59.4
경상남도 양산시 명곡동,닭-토종닭,20,20141211,257,양산시,6.7,0.0,2.3,49.8
경상남도 양산시 상북면 좌삼리,닭-산란계,53397,20161225,257,양산시,6.7,0.0,1.1,75.8
경상남도 양산시 원동면 화제리,닭-토종닭,441,20170603,257,양산시,21.1,0.0,2.3,56.5
경상남도 양산시 동면 내송리,닭-토종닭,150,20110224,257,양산시,10.6,0.0,2.7,61.1
전라남도 화순군 청풍면 대비리,오리-육용오리,9000,20110109,258,보성군,-0.2,0.0,5.5,53.8
전라남도 화순군 북면 송단리,닭-토종닭,40,20141027,258,보성군,15.0,0.0,3.6,48.6
전라남도 보성군 노동면 명봉리,오리-종오리,14000,20110120,258,보성군,-2.0,0.0,4.5,51.6
전라남도 보성군 겸백면 수남리,닭-토종닭,400,20141111,258,보성군,10.3,0.0,2.1,60.1
전라남도 보성군 겸백면 수남리,오리-종오리,9000,20210115,258,보성군,8.4,0.0,3.0,78.3
전라남도 강진군 성전면 금당리,오리-종오리,15000,20150428,259,강진군,16.4,46.0,3.1,87.9
전라남도 강진군 강진읍 덕남리,닭-기타,60,20150921,259,강진군,20.8,0.0,1.6,83.1
전라남도 강진군 도암면 석문리,오리-종오리,8000,20170306,259,강진군,3.4,0.0,5.0,46.0
전라남도 강진군 성전면 금당리,오리-종오리,16800,20170309,259,강진군,6.8,0.0,3.8,49.5
전라남도 강진군 도암면 석문리,오리-육용오리,40000,20170306,259,강진군,3.4,0.0,5.0,46.0
전라남도 강진군 성전면 금당리,오리-종오리,5900,20180110,259,강진군,-1.3,7.5,4.1,81.1
전라남도 강진군 도암면 석문리,오리-육용오리,22400,20170305,259,강진군,7.0,0.0,1.9,62.9
전라남도 강진군 칠량면 삼흥리,오리-육용오리,6850,20150914,259,강진군,18.9,0.0,1.7,71.8
전라남도 강진군 작천면 갈동리,오리-종오리,22000,20180104,259,강진군,0.3,0.0,3.0,55.5
전라남도 강진군 신전면 송천리,오리-육용오리,8800,20170226,259,강진군,3.7,0.0,2.0,64.0
전라남도 강진군 성전면 금당리,오리-육용오리,1,20140504,259,강진군,12.9,0.4,2.6,66.9
전라남도 영암군 도포면 구학리,오리-육용오리,14200,20140924,260,장흥,22.1,170.0,2.1,99.3
전라남도 영암군 도포면 구학리,오리-육용오리,22400,20140924,260,장흥,22.1,170.0,2.1,99.3
전라남도 영암군 도포면 구학리,오리-육용오리,15000,20140925,260,장흥,21.0,0.0,1.4,88.3
전라남도 영암군 도포면 구학리,오리-육용오리,19500,20151030,260,장흥,9.8,0.0,2.4,63.5
전라남도 영암군 도포면 구학리,오리-육용오리,22100,20151113,260,장흥,13.5,10.8,2.8,86.1
전라남도 영암군 도포면 구학리,오리-육용오리,24300,20151114,260,장흥,14.9,0.5,1.0,90.1
전라남도 영암군 덕진면 장선리,오리-종오리,20600,20110120,260,장흥,-2.3,0.0,4.0,58.9
전라남도 영암군 덕진면 장선리,오리-종오리,10000,20140128,260,장흥,2.2,0.0,1.7,72.9
전라남도 영암군 덕진면 장선리,오리-종오리,8000,20150520,260,장흥,17.7,0.0,3.6,60.4
전라남도 영암군 군서면 양장리,오리-육용오리,10300,20140626,260,장흥,22.5,0.0,1.7,86.0
전라남도 영암군 덕진면 용산리,오리-육용오리,24000,20140214,260,장흥,3.0,0.0,2.6,55.3
전라남도 영암군 덕진면 용산리,오리-육용오리,33800,20150518,260,장흥,14.5,10.5,0.9,88.8
전라남도 영암군 덕진면 용산리,오리-육용오리,35000,20201211,260,장흥,5.6,0.0,0.8,79.4
전라남도 영암군 덕진면 용산리,오리-육용오리,15500,20201211,260,장흥,5.6,0.0,0.8,79.4
전라남도 영암군 덕진면 노송리,오리-육용오리,20700,20210106,260,장흥,-2.5,0.7,1.4,72.1
전라남도 영암군 덕진면 금강리,오리-종오리,11500,20150611,260,장흥,21.2,1.0,1.6,99.9
전라남도 영암군 군서면 해창리,오리-육용오리,12000,20110111,260,장흥,-2.0,0.0,2.7,59.4
전라남도 영암군 군서면 양장리,오리-육용오리,2000,20140213,260,장흥,3.5,0.0,1.7,61.6
전라남도 영암군 도포면 구학리,오리-육용오리,13400,20140924,260,장흥,22.1,170.0,2.1,99.3
전라남도 영암군 덕진면 장선리,오리-종오리,9700,20171226,260,장흥,1.8,0.0,3.4,63.8
전라남도 영암군 도포면 구학리,오리-육용오리,24000,20110109,260,장흥,-0.8,0.0,5.0,61.5
전라남도 영암군 신북면 월지리,오리-육용오리,15000,20151027,260,장흥,14.3,11.3,2.9,74.9
전라남도 영암군 도포면 영호리,오리-육용오리,24000,20151115,260,장흥,12.7,0.0,1.4,82.1
전라남도 영암군 신북면 월지리,닭-산란계,17800,20080412,260,장흥,12.0,0.0,2.7,79.5
전라남도 영암군 도포면 덕화리,닭-산란계,27000,20140206,260,장흥,1.9,1.5,1.7,68.9
전라남도 영암군 신북면 월지리,오리-육용오리,21000,20110109,260,장흥,-0.8,0.0,5.0,61.5
전라남도 영암군 신북면 월지리,오리-육용오리,43000,20140220,260,장흥,1.9,0.0,2.2,67.4
전라남도 영암군 신북면 월지리,오리-육용오리,22000,20140925,260,장흥,21.0,0.0,1.4,88.3
전라남도 영암군 신북면 월지리,오리-육용오리,49600,20140925,260,장흥,21.0,0.0,1.4,88.3
전라남도 영암군 신북면 월지리,오리-육용오리,19400,20150528,260,장흥,20.5,0.0,1.9,64.5
전라남도 영암군 신북면 월지리,오리-육용오리,8000,20150529,260,장흥,21.8,0.0,1.3,66.3
전라남도 영암군 신북면 월지리,오리-육용오리,27200,20151019,260,장흥,16.1,0.0,0.9,79.4
전라남도 영암군 신북면 월지리,오리-육용오리,26700,20151028,260,장흥,10.6,0.0,1.1,75.8
전라남도 영암군 시종면 월롱리,오리-육용오리,18300,20141005,260,장흥,17.0,0.0,1.7,69.5
전라남도 영암군 시종면 월롱리,오리-육용오리,1,20141007,260,장흥,15.4,0.0,0.8,80.3
전라남도 영암군 시종면 월롱리,오리-육용오리,17000,20161223,260,장흥,3.8,0.1,4.6,71.5
전라남도 영암군 시종면 와우리,오리-육용오리,15000,20141012,260,장흥,18.6,1.5,2.0,72.3
전라남도 영암군 시종면 옥야리,오리-종오리,12500,20140320,260,장흥,7.5,0.0,4.6,57.4
전라남도 영암군 신북면 월지리,닭-산란계,17800,20080412,260,장흥,12.0,0.0,2.7,79.5
전라남도 영암군 시종면 옥야리,오리-육용오리,18000,20141006,260,장흥,15.8,0.0,1.9,74.3
전라남도 영암군 신북면 월평리,오리-육용오리,13000,20161231,260,장흥,1.0,0.0,0.7,82.3
전라남도 영암군 신북면 행정리,오리-육용오리,33300,20150605,260,장흥,17.0,3.0,1.3,82.6
전라남도 장흥군 회진면 회진리,오리-육용오리,14500,20180110,260,장흥,-1.9,5.6,2.7,87.0
전라남도 장흥군 장평면 청용리,오리-육용오리,12000,20141024,260,장흥,13.8,0.0,0.7,87.3
전라남도 장흥군 장평면 청용리,오리-육용오리,13375,20141026,260,장흥,15.8,0.0,1.5,84.3
전라남도 장흥군 장평면 양촌리,오리-육용오리,15500,20210406,260,장흥,11.1,0.0,1.3,64.5
전라남도 장흥군 장평면 양촌리,오리-육용오리,9500,20210406,260,장흥,11.1,0.0,1.3,64.5
전라남도 장흥군 장평면 기동리,오리-육용오리,20000,20110111,260,장흥,-2.0,0.0,2.7,59.4
전라남도 장흥군 장평면 기동리,오리-육용오리,20000,20210321,260,장흥,6.9,0.0,5.0,62.5
전라남도 장흥군 장평면 기동리,오리-육용오리,11800,20210322,260,장흥,7.1,0.0,3.1,52.0
전라남도 장흥군 용산면 풍길리,오리-육용오리,22500,20170322,260,장흥,7.1,0.0,1.3,61.9
전라남도 장흥군 용산면 풍길리,오리-육용오리,10500,20170322,260,장흥,7.1,0.0,1.3,61.9
전라남도 장흥군 용산면 풍길리,오리-육용오리,22400,20170329,260,장흥,9.1,3.3,1.0,89.9
전라남도 장흥군 부산면 호계리,오리-육용오리,19500,20140320,260,장흥,7.5,0.0,4.6,57.4
전라남도 장흥군 부산면 기동리,오리-육용오리,8500,20170315,260,장흥,4.9,0.0,1.3,55.9
전라남도 장흥군 부산면 기동리,오리-육용오리,8800,20170315,260,장흥,4.9,0.0,1.3,55.9
전라남도 영암군 영암읍 송평리,오리-종오리,4200,20140211,260,장흥,3.5,0.0,2.5,49.1
전라남도 영암군 신북면 유곡리,오리-산란오리,11830,20171210,260,장흥,5.4,3.5,2.2,74.9
전라남도 영암군 시종면 신흥리,오리-육용오리,1,20141128,260,장흥,13.2,2.0,2.2,87.5
전라남도 장흥군 부산면 기동리,오리-육용오리,13400,20170315,260,장흥,4.9,0.0,1.3,55.9
전라남도 영암군 시종면 금지리,오리-육용오리,12000,20140222,260,장흥,3.1,0.0,1.6,53.9
전라남도 영암군 시종면 봉소리,오리-육용오리,16200,20141007,260,장흥,15.4,0.0,0.8,80.3
전라남도 영암군 도포면 원항리,오리-육용오리,11200,20110109,260,장흥,-0.8,0.0,5.0,61.5
전라남도 영암군 시종면 봉소리,오리-육용오리,35000,20171228,260,장흥,0.1,0.0,1.5,58.4
전라남도 영암군 시종면 금지리,오리-육용오리,300,20140220,260,장흥,1.9,0.0,2.2,67.4
전라남도 영암군 도포면 영호리,오리-육용오리,15864,20151026,260,장흥,13.9,0.0,1.8,76.5
전라남도 영암군 시종면 봉소리,오리-육용오리,16500,20140305,260,장흥,4.1,0.0,5.0,44.4
전라남도 영암군 시종면 봉소리,오리-육용오리,14500,20110105,260,장흥,1.7,0.0,4.8,60.8
전라남도 영암군 시종면 신흥리,오리-종오리,8000,20210204,260,장흥,1.7,1.5,2.1,57.3
전라남도 영암군 시종면 봉소리,오리-육용오리,25900,20140930,260,장흥,20.8,1.5,1.2,88.6
전라남도 영암군 시종면 신연리,오리-육용오리,20000,20110107,260,장흥,-2.1,0.0,4.3,53.6
전라남도 영암군 시종면 신연리,오리-육용오리,32300,20110107,260,장흥,-2.1,0.0,4.3,53.6
전라남도 영암군 시종면 신학리,오리-육용오리,9800,20201204,260,장흥,3.2,0.0,2.3,59.1
전라남도 영암군 시종면 신학리,오리-육용오리,21000,20171219,260,장흥,1.5,0.0,2.7,62.5
전라남도 영암군 시종면 신학리,오리-종오리,7500,20141002,260,장흥,19.5,0.0,0.9,82.5
전라남도 영암군 시종면 신학리,오리-육용오리,29700,20141012,260,장흥,18.6,1.5,2.0,72.3
전라남도 영암군 시종면 신학리,오리-종오리,5400,20140302,260,장흥,6.0,0.0,3.4,56.5
전라남도 영암군 시종면 금지리,오리-육용오리,15000,20151023,260,장흥,15.9,0.0,0.6,85.1
전라남도 영암군 삼호읍 용당리,야생오리-청둥오리,0,20140129,260,장흥,3.9,4.0,1.4,74.6
전라남도 영암군 시종면 신연리,오리-육용오리,10600,20110107,260,장흥,-2.1,0.0,4.3,53.6
전라남도 영암군 삼호읍 용당리,야생조류-기타,0,20140129,260,장흥,3.9,4.0,1.4,74.6
전라남도 해남군 산이면 금송리,닭-산란계,40000,20161116,261,해남,6.2,0.0,1.0,70.5
전라남도 해남군 송지면 마봉리,오리-종오리,12500,20140124,261,해남,7.0,0.0,1.8,73.4
전라남도 해남군 마산면 송석리,오리-육용오리,13500,20140214,261,해남,3.8,0.0,2.4,53.0
전라남도 해남군 마산면 송석리,오리-육용오리,23000,20170221,261,해남,2.4,0.0,2.3,49.1
전라남도 해남군 화산면 관동리,오리-육용오리,13700,20161230,261,해남,0.3,0.0,2.2,56.3
전라남도 해남군 마산면 송석리,오리-육용오리,15700,20170221,261,해남,2.4,0.0,2.3,49.1
전라남도 고흥군 동강면 매곡리,오리-육용오리,17000,20171226,262,고흥,2.2,0.0,2.9,58.4
전라남도 고흥군 동강면 매곡리,오리-육용오리,8300,20180101,262,고흥,0.6,0.0,1.3,62.6
전라남도 고흥군 도덕면 용동리,오리-육용오리,31000,20110227,262,고흥,9.2,63.5,1.4,89.4
전라남도 진도군 의신면 창포리,오리-종오리,14043,20161222,268,진도군,9.0,5.0,4.3,79.3
