지역명,일시,avg_temperature(C),daily_rain(mm),avg_wind(m/s),avg_r_humidity(%)
전국,20191004,21.2,0.3,1.3,83
전국,20191003,22.0,28.9,2.9,82
전국,20191002,21.1,106.3,2.4,94
전국,20191001,21.5,9.4,1.0,89
전국,20190930,21.6,0.1,1.0,81
전국,20190929,22.2,0.1,1.1,80
전국,20190928,22.5,1.8,1.0,84
전국,20190927,21.4,1.5,1.3,79
전국,20190926,20.4,0.0,1.3,78
전국,20190925,18.4,0.0,1.1,79
전국,20190924,17.8,0.0,1.2,77
전국,20190923,18.1,0.4,1.8,75
전국,20190922,17.5,65.1,4.1,86
전국,20190921,17.8,40.1,2.1,86
전국,20190920,19.3,0.0,1.7,71
전국,20190919,19.2,0.0,1.5,68
전국,20190918,21.0,0.0,1.8,64
전국,20190917,21.3,0.0,1.6,68
전국,20190916,22.4,0.2,1.6,73
전국,20190915,23.4,0.4,1.5,79
전국,20190914,22.3,0.1,1.1,81
전국,20190913,21.7,0.0,1.6,74
전국,20190912,20.8,5.6,2.1,81
전국,20190911,23.9,7.4,1.9,85
전국,20190910,25.4,15.3,1.8,83
전국,20190909,24.7,8.0,1.4,87
전국,20190908,24.6,0.8,1.1,85
전국,20190907,25.8,12.3,4.8,81
전국,20190906,25.4,2.9,1.7,86
전국,20190905,24.2,22.0,1.1,91
전국,20190904,23.4,11.9,1.3,93
전국,20190903,22.1,13.1,1.2,91
전국,20190902,21.6,11.4,1.1,85
전국,20190901,22.1,0.8,1.0,81
전국,20190831,22.6,0.0,1.4,74
전국,20190830,22.9,0.2,1.9,72
전국,20190829,22.4,4.2,1.4,86
전국,20190828,23.8,0.9,1.1,85
전국,20190827,22.7,16.7,1.2,89
전국,20190826,24.3,0.1,1.4,75
전국,20190825,23.2,1.2,1.2,78
전국,20190824,22.8,0.0,1.2,77
전국,20190823,24.7,0.0,1.5,73
전국,20190822,25.8,25.2,1.6,82
전국,20190821,25.8,8.6,1.2,82
전국,20190820,26.0,0.2,1.7,73
전국,20190819,25.1,0.4,1.3,75
전국,20190818,25.3,0.0,1.4,72
전국,20190817,26.2,2.1,2.1,75
전국,20190816,26.4,1.9,2.3,79
전국,20190815,26.1,15.8,2.3,86
전국,20190814,28.6,1.2,2.1,76
전국,20190813,28.5,1.2,1.6,77
전국,20190812,27.7,15.5,2.3,83
전국,20190811,28.3,8.0,3.4,71
전국,20190810,28.6,0.0,2.1,73
전국,20190809,28.3,0.1,1.2,77
전국,20190808,27.6,5.7,1.3,81
전국,20190807,27.2,14.7,1.8,82
전국,20190806,27.6,10.9,1.9,75
전국,20190805,28.8,0.7,1.2,75
전국,20190804,28.4,0.6,1.2,76
전국,20190803,28.3,0.5,1.3,77
전국,20190802,28.8,0.1,1.3,75
전국,20190801,28.4,3.4,1.6,78
전국,20190731,28.4,6.0,2.3,78
전국,20190730,28.4,0.7,2.5,77
전국,20190729,27.8,0.1,2.1,78
전국,20190728,26.9,10.9,2.0,86
전국,20190727,27.1,12.1,1.4,88
전국,20190726,26.5,19.0,1.8,89
전국,20190725,26.6,16.3,1.6,90
전국,20190724,26.8,0.5,1.7,83
전국,20190723,27.9,0.0,1.8,78
전국,20190722,27.0,0.3,1.8,80
전국,20190721,24.8,20.0,2.3,90
전국,20190720,24.8,56.5,3.6,88
전국,20190719,25.2,13.9,1.8,84
전국,20190718,24.3,8.1,1.4,83
전국,20190717,24.4,3.7,1.4,79
전국,20190716,23.8,4.5,1.4,81
전국,20190715,23.2,8.8,1.3,84
전국,20190714,23.9,2.1,1.5,79
전국,20190713,23.3,1.6,1.2,80
전국,20190712,23.2,0.4,1.7,77
전국,20190711,22.2,8.5,2.2,85
전국,20190710,20.9,20.7,2.4,83
전국,20190709,22.6,0.2,2.1,69
전국,20190708,22.6,0.5,2.1,68
전국,20190707,23.5,0.2,2.6,65
전국,20190706,25.1,0.0,2.2,63
전국,20190705,25.1,0.0,1.4,67
전국,20190704,24.4,0.0,1.4,69
전국,20190703,23.1,0.0,1.2,75
전국,20190702,23.4,0.0,1.7,72
전국,20190701,23.2,0.4,1.4,79
전국,20190630,23.8,0.0,1.7,81
전국,20190629,21.6,31.7,1.3,91
전국,20190628,23.6,0.8,1.6,81
전국,20190627,23.8,12.0,1.4,85
전국,20190626,21.1,33.1,1.4,84
전국,20190625,23.6,0.0,1.5,67
전국,20190624,22.5,0.1,1.6,68
전국,20190623,21.6,0.3,1.7,67
전국,20190622,21.7,1.0,1.9,69
전국,20190621,22.8,1.9,2.0,72
전국,20190620,23.4,0.0,1.7,71
전국,20190619,22.2,0.8,1.5,76
전국,20190618,21.3,2.1,1.6,76
전국,20190617,21.3,0.0,1.7,70
전국,20190616,20.2,0.1,1.7,72
전국,20190615,20.4,3.8,2.3,73
전국,20190614,20.2,2.3,1.1,76
전국,20190613,21.2,0.0,1.4,68
전국,20190612,19.7,0.0,1.5,72
전국,20190611,18.8,0.3,1.7,70
전국,20190610,18.3,4.1,1.8,75
전국,20190609,19.7,1.5,1.8,75
전국,20190608,20.1,0.1,1.5,76
전국,20190607,18.6,24.2,2.3,89
전국,20190606,21.1,20.7,1.7,79
전국,20190605,22.9,0.0,1.6,67
전국,20190604,23.1,0.0,1.7,60
전국,20190603,22.0,0.0,1.4,56
전국,20190602,20.6,0.0,1.5,57
전국,20190601,18.9,0.0,1.5,63
전국,20190531,18.6,0.8,2.3,62
전국,20190530,20.5,0.1,2.1,48
전국,20190529,19.7,0.0,2.2,51
전국,20190528,17.8,0.0,2.5,54
전국,20190527,18.6,22.9,3.1,85
전국,20190526,23.2,0.1,2.1,52
전국,20190525,23.3,0.0,1.8,52
전국,20190524,22.9,0.0,1.8,56
전국,20190523,20.9,0.0,1.9,54
전국,20190522,19.2,0.0,2.2,50
전국,20190521,17.0,0.0,2.6,51
전국,20190520,17.0,1.7,3.1,63
전국,20190519,19.5,7.2,2.0,86
전국,20190518,18.8,21.3,2.7,79
전국,20190517,21.3,1.7,1.6,61
전국,20190516,21.4,0.0,1.4,60
전국,20190515,20.3,0.0,1.4,64
전국,20190514,19.8,0.0,1.5,65
전국,20190513,17.9,0.0,1.6,61
전국,20190512,18.4,0.0,1.7,54
전국,20190511,18.5,0.0,1.4,51
전국,20190510,17.6,0.0,1.5,46
전국,20190509,17.1,0.0,2.1,41
전국,20190508,15.7,0.0,2.2,42
전국,20190507,13.9,0.0,2.0,47
전국,20190506,14.0,0.1,2.8,48
전국,20190505,18.9,0.0,1.8,47
전국,20190504,17.6,0.0,1.4,56
전국,20190503,16.7,0.0,1.6,51
전국,20190502,16.0,0.0,2.1,52
전국,20190501,15.4,0.0,2.0,67
전국,20190430,14.6,0.1,1.4,79
전국,20190429,11.3,19.1,1.3,84
전국,20190428,12.1,0.2,1.4,67
전국,20190427,11.4,0.1,1.6,65
전국,20190426,9.4,6.3,2.1,86
전국,20190425,13.5,4.5,2.1,83
전국,20190424,17.3,6.9,1.4,87
전국,20190423,16.8,5.6,1.6,74
전국,20190422,17.6,0.0,1.7,66
전국,20190421,16.5,0.1,1.5,71
전국,20190420,14.7,0.1,1.7,66
전국,20190419,12.8,0.0,2.1,70
전국,20190418,15.3,0.0,2.3,63
전국,20190417,15.5,0.5,1.7,48
전국,20190416,14.2,0.0,1.5,38
전국,20190415,11.1,0.0,1.9,46
전국,20190414,10.2,0.8,2.2,59
전국,20190413,11.6,0.0,1.6,48
전국,20190412,10.7,0.1,1.7,58
전국,20190411,8.8,0.0,1.4,71
전국,20190410,7.2,8.5,2.4,83
전국,20190409,9.3,23.2,3.2,60
전국,20190408,11.8,0.0,2.3,45
전국,20190407,12.5,2.8,1.6,60
전국,20190406,11.6,0.6,1.6,44
전국,20190405,11.7,0.0,2.9,46
전국,20190404,9.9,0.0,2.8,40
전국,20190403,7.4,0.0,2.3,42
전국,20190402,6.7,0.0,2.2,44
전국,20190401,5.7,0.0,2.7,45
전국,20190331,5.4,0.2,3.8,48
전국,20190330,7.2,3.0,3.3,67
전국,20190329,10.6,0.0,1.8,54
전국,20190328,10.6,0.6,2.0,63
전국,20190327,12.8,0.1,3.3,57
전국,20190326,10.5,0.0,2.0,55
전국,20190325,7.2,0.0,2.0,58
전국,20190324,4.7,0.0,2.4,51
전국,20190323,4.2,1.4,2.7,54
전국,20190322,5.2,0.0,2.9,52
전국,20190321,9.8,2.1,3.6,74
전국,20190320,11.4,16.1,1.9,74
전국,20190319,10.7,0.0,1.6,54
전국,20190318,7.5,0.0,1.5,51
전국,20190317,6.6,0.0,2.0,57
전국,20190316,5.8,0.2,2.3,65
전국,20190315,5.8,3.3,2.5,69
전국,20190314,5.2,0.0,1.9,47
전국,20190313,3.9,0.0,3.5,40
전국,20190312,5.8,0.9,3.1,65
전국,20190311,6.4,1.1,1.9,74
전국,20190310,7.8,7.9,2.0,67
전국,20190309,7.9,0.3,1.5,49
전국,20190308,6.1,0.0,1.5,58
전국,20190307,6.5,0.5,2.3,65
전국,20190306,8.8,1.0,1.6,63
전국,20190305,8.2,0.0,1.3,62
전국,20190304,8.8,0.0,1.7,58
전국,20190303,8.7,0.0,1.3,55
전국,20190302,6.9,0.0,1.4,57
전국,20190301,6.0,0.0,1.6,58
전국,20190228,6.8,0.1,1.6,63
전국,20190227,7.1,0.4,1.2,65
전국,20190226,5.4,0.0,1.5,53
전국,20190225,6.0,0.0,1.8,59
전국,20190224,6.1,0.0,1.6,61
전국,20190223,5.0,0.0,1.5,63
전국,20190222,3.9,0.0,1.3,65
전국,20190221,2.7,0.0,1.3,68
전국,20190220,2.8,0.0,2.3,68
전국,20190219,2.9,16.3,1.6,89
전국,20190218,2.2,0.1,1.2,48
전국,20190217,-0.2,0.0,2.3,49
전국,20190216,-0.3,0.1,2.9,56
전국,20190215,2.0,0.4,1.9,63
전국,20190214,0.6,0.1,1.5,50
전국,20190213,0.3,0.0,2.3,41
전국,20190212,0.1,0.0,1.6,50
전국,20190211,-0.8,0.0,2.7,41
전국,20190210,-1.4,0.0,1.8,42
전국,20190209,-1.7,0.0,3.0,38
전국,20190208,-2.0,0.0,2.1,39
전국,20190207,2.1,0.5,3.0,53
전국,20190206,5.6,0.0,1.3,60
전국,20190205,2.9,0.0,1.3,49
전국,20190204,2.5,0.0,2.5,42
전국,20190203,5.6,12.8,2.1,89
전국,20190202,2.1,0.0,1.6,63
전국,20190201,-1.3,0.0,2.5,56
전국,20190131,0.3,4.9,2.3,63
전국,20190130,3.5,0.0,1.5,48
전국,20190129,0.0,0.0,1.3,48
전국,20190128,2.6,0.2,3.0,48
전국,20190127,-0.2,0.0,1.8,51
전국,20190126,-1.8,0.0,2.7,40
전국,20190125,-0.4,0.0,2.5,44
전국,20190124,0.7,0.0,1.5,43
전국,20190123,3.1,0.0,2.3,54
전국,20190122,2.6,0.0,2.0,59
전국,20190121,0.5,0.0,2.7,53
전국,20190120,1.6,0.1,3.2,49
전국,20190119,2.9,0.2,1.0,62
전국,20190118,0.8,0.0,1.5,56
전국,20190117,0.4,0.0,2.4,55
전국,20190116,-3.2,0.0,2.5,48
전국,20190115,0.9,0.1,2.7,61
전국,20190114,1.0,0.0,1.1,71
전국,20190113,1.3,0.0,1.3,73
전국,20190112,3.0,2.4,1.3,77
전국,20190111,2.1,0.0,1.3,63
전국,20190110,0.5,0.0,2.0,51
전국,20190109,-2.9,0.0,1.6,40
전국,20190108,-0.7,0.0,2.8,46
전국,20190107,-0.5,0.0,1.8,53
전국,20190106,-1.3,0.0,1.6,46
전국,20190105,0.2,0.0,2.1,49
전국,20190104,-0.7,0.0,1.4,53
전국,20190103,-2.1,0.0,1.6,48
전국,20190102,-2.5,0.0,2.1,53
전국,20190101,-2.1,0.1,2.5,58
전국,20181231,-3.2,0.0,1.5,47
전국,20181230,-4.7,0.0,1.8,48
전국,20181229,-5.1,0.0,3.0,43
전국,20181228,-7.0,0.1,2.9,47
전국,20181227,-4.8,0.0,3.9,31
전국,20181226,2.5,0.0,2.2,45
전국,20181225,0.4,0.0,1.3,58
전국,20181224,-0.3,0.0,2.0,48
전국,20181223,5.5,0.9,2.7,52
전국,20181222,6.7,0.0,1.1,70
전국,20181221,5.1,0.0,1.0,69
전국,20181220,4.2,0.0,0.9,67
전국,20181219,5.1,0.0,1.5,66
전국,20181218,2.5,0.0,1.7,64
전국,20181217,3.2,0.1,2.2,61
전국,20181216,0.6,0.6,1.1,73
전국,20181215,-1.9,0.0,1.1,55
전국,20181214,-2.4,0.0,2.0,56
전국,20181213,-0.3,0.3,2.2,62
전국,20181212,-0.5,0.0,2.2,60
전국,20181211,0.3,1.8,1.3,78
전국,20181210,-1.9,0.0,1.4,47
전국,20181209,-4.4,0.0,2.0,42
전국,20181208,-5.0,0.1,2.5,47
전국,20181207,-3.0,0.0,3.8,43
전국,20181206,4.0,2.5,2.1,72
전국,20181205,3.9,0.0,1.9,54
전국,20181204,10.2,12.2,2.3,78
전국,20181203,12.1,8.6,1.1,92
전국,20181202,8.5,0.2,1.3,71
전국,20181201,5.4,0.0,1.2,62
전국,20181130,5.1,0.0,1.2,59
전국,20181129,5.0,0.0,1.0,54
전국,20181128,5.9,0.0,1.5,54
전국,20181127,7.8,0.0,1.3,75
전국,20181126,5.9,0.0,1.0,77
전국,20181125,5.7,0.0,1.2,82
전국,20181124,3.7,4.3,1.4,78
전국,20181123,2.3,0.0,1.4,50
전국,20181122,4.1,0.0,2.4,50
전국,20181121,6.2,0.7,1.4,64
전국,20181120,6.1,0.1,1.3,53
전국,20181119,7.2,0.0,1.2,62
전국,20181118,6.4,0.0,1.2,59
전국,20181117,7.4,0.0,1.5,65
전국,20181116,9.0,1.0,1.2,78
전국,20181115,8.7,0.0,1.0,76
전국,20181114,8.5,0.4,1.1,76
전국,20181113,8.8,0.4,1.3,74
전국,20181112,9.3,1.0,1.5,72
전국,20181111,9.5,1.1,1.0,81
전국,20181110,10.9,0.0,1.3,75
전국,20181109,12.4,0.4,2.9,70
전국,20181108,14.0,34.6,2.1,93
전국,20181107,12.8,6.1,1.0,88
전국,20181106,11.8,0.2,1.0,79
전국,20181105,10.7,0.0,1.0,73
전국,20181104,10.2,0.0,1.1,67
전국,20181103,9.7,0.0,1.0,67
전국,20181102,9.0,0.0,1.1,67
전국,20181101,7.7,0.0,1.3,67
전국,20181031,7.8,0.0,1.6,66
전국,20181030,7.5,0.0,1.9,61
전국,20181029,9.8,0.3,2.0,70
전국,20181028,10.6,5.0,2.2,71
전국,20181027,10.6,0.3,3.2,57
전국,20181026,12.3,6.9,1.6,83
전국,20181025,12.3,0.0,1.1,70
전국,20181024,12.2,0.0,1.3,71
전국,20181023,13.2,1.2,1.3,78
전국,20181022,12.8,0.0,0.9,72
전국,20181021,11.6,0.0,1.0,68
전국,20181020,11.5,0.0,1.1,70
전국,20181019,12.1,0.0,1.7,70
전국,20181018,11.6,6.3,1.8,73
전국,20181017,12.4,1.5,1.3,73
전국,20181016,13.0,0.3,1.1,78
전국,20181015,14.0,0.0,1.3,73
전국,20181014,13.1,0.0,1.2,72
전국,20181013,11.8,0.0,1.2,72
전국,20181012,10.4,0.0,1.3,67
전국,20181011,10.7,0.0,2.2,57
전국,20181010,13.9,1.6,2.6,64
전국,20181009,14.8,0.0,1.2,72
전국,20181008,14.5,0.0,1.5,62
전국,20181007,17.6,0.0,1.7,71
전국,20181006,18.8,81.2,3.9,87
전국,20181005,17.5,57.9,2.4,93
전국,20181004,18.1,0.4,2.0,70
전국,20181003,15.5,0.0,1.2,72
전국,20181002,15.5,0.0,1.4,71
전국,20181001,16.0,1.2,2.9,62
전국,20180930,18.5,0.7,2.6,63
전국,20180929,18.6,1.8,1.6,76
전국,20180928,16.9,0.0,1.5,75
전국,20180927,17.2,0.0,1.8,68
전국,20180926,17.8,0.5,2.1,68
전국,20180925,16.5,0.3,1.6,68
전국,20180924,16.6,0.0,1.5,68
전국,20180923,18.9,0.2,1.5,72
전국,20180922,20.3,0.6,1.5,74
전국,20180921,19.3,26.4,1.5,93
전국,20180920,19.7,12.6,1.7,91
전국,20180919,20.6,2.4,1.0,78
전국,20180918,21.0,0.0,1.3,72
전국,20180917,21.9,0.1,1.3,76
전국,20180916,22.7,0.4,1.3,84
전국,20180915,22.0,2.3,1.1,91
전국,20180914,21.6,11.0,1.7,88
전국,20180913,20.9,2.9,1.5,84
전국,20180912,21.0,0.1,1.7,72
전국,20180911,19.6,0.0,2.2,66
전국,20180910,20.6,0.1,2.0,66
전국,20180909,20.4,0.5,1.7,69
전국,20180908,19.5,0.0,1.4,70
전국,20180907,21.3,4.5,1.9,75
전국,20180906,22.6,1.1,1.5,77
전국,20180905,23.3,0.0,2.2,66
전국,20180904,23.7,26.6,2.2,76
전국,20180903,23.8,32.1,1.6,89
전국,20180902,22.4,1.4,1.9,77
전국,20180901,23.3,8.2,2.0,77
전국,20180831,23.7,31.7,1.6,87
전국,20180830,26.3,15.2,2.0,85
전국,20180829,26.1,16.9,2.0,83
전국,20180828,25.1,30.3,1.4,89
전국,20180827,23.5,45.5,1.4,94
전국,20180826,22.3,54.3,1.6,89
전국,20180825,24.5,1.1,1.5,80
전국,20180824,25.6,20.6,3.4,84
전국,20180823,27.1,25.3,3.7,78
전국,20180822,28.9,0.0,2.3,67
전국,20180821,26.8,2.2,1.9,71
전국,20180820,26.4,0.0,2.1,69
전국,20180819,25.2,0.0,1.4,67
전국,20180818,24.2,0.0,2.0,63
전국,20180817,25.1,0.0,3.1,58
전국,20180816,27.1,5.2,2.7,72
전국,20180815,29.4,3.5,1.8,71
전국,20180814,29.9,0.0,1.4,69
전국,20180813,29.7,0.9,1.6,74
전국,20180812,28.1,0.5,1.7,76
전국,20180811,27.7,0.9,1.8,76
전국,20180810,27.7,8.2,1.5,82
전국,20180809,28.5,3.0,1.5,78
전국,20180808,28.8,1.6,1.5,75
전국,20180807,28.6,1.2,1.6,76
전국,20180806,29.1,12.1,1.6,76
전국,20180805,30.0,1.6,2.0,70
전국,20180804,30.3,0.0,1.9,70
전국,20180803,30.1,0.1,1.9,68
전국,20180802,30.2,0.0,1.7,67
전국,20180801,30.0,0.0,1.7,66
전국,20180731,29.2,0.0,1.8,67
전국,20180730,29.0,0.2,2.2,68
전국,20180729,29.4,0.1,2.5,67
전국,20180728,28.9,3.6,1.6,78
전국,20180727,30.0,0.1,1.5,75
전국,20180726,29.9,0.0,1.5,72
전국,20180725,29.7,0.0,1.8,73
전국,20180724,29.7,0.0,1.6,72
전국,20180723,29.6,0.0,1.6,69
전국,20180722,29.6,0.0,1.7,68
전국,20180721,29.3,0.0,1.4,70
전국,20180720,28.7,0.0,1.3,72
전국,20180719,28.1,0.0,1.4,73
전국,20180718,27.8,0.0,1.4,74
전국,20180717,28.1,0.0,1.6,72
전국,20180716,28.2,0.0,1.4,72
전국,20180715,28.2,0.0,1.5,74
전국,20180714,27.9,0.0,1.6,75
전국,20180713,27.8,0.0,1.6,77
전국,20180712,27.4,0.0,1.6,80
전국,20180711,26.1,3.1,1.4,83
전국,20180710,24.0,2.4,1.6,85
전국,20180709,20.2,12.3,1.7,91
전국,20180708,20.9,0.0,2.2,72
전국,20180707,21.3,0.2,2.7,70
전국,20180706,21.8,5.0,2.6,81
전국,20180705,23.6,11.1,1.5,88
전국,20180704,25.6,10.1,2.0,81
전국,20180703,24.8,12.2,2.4,84
전국,20180702,23.5,44.3,1.6,92
전국,20180701,22.7,67.4,2.0,92
전국,20180630,23.2,12.4,1.5,87
전국,20180629,24.2,2.6,1.5,83
전국,20180628,23.0,39.1,1.6,88
전국,20180627,24.4,31.4,2.4,84
전국,20180626,23.4,29.4,2.5,87
전국,20180625,25.4,0.0,1.4,62
전국,20180624,25.5,0.0,1.9,62
전국,20180623,24.0,0.0,1.9,58
전국,20180622,23.8,0.0,1.5,55
전국,20180621,23.1,0.0,2.0,62
전국,20180620,22.5,0.0,1.8,72
전국,20180619,21.3,3.2,1.2,80
전국,20180618,23.3,0.0,1.4,68
전국,20180617,20.8,0.0,1.3,73
전국,20180616,19.7,0.0,2.1,66
전국,20180615,19.9,0.6,2.6,65
전국,20180614,20.5,1.6,2.4,72
전국,20180613,20.4,0.0,1.8,73
전국,20180612,19.5,0.9,1.6,74
전국,20180611,18.5,7.0,1.8,79
전국,20180610,19.7,1.2,2.4,72
전국,20180609,21.2,1.1,2.5,71
전국,20180608,22.4,0.0,1.8,71
전국,20180607,23.2,0.0,1.6,71
전국,20180606,22.4,0.0,1.5,72
전국,20180605,21.6,1.4,1.4,71
전국,20180604,22.3,0.0,1.5,61
전국,20180603,22.6,0.0,1.5,56
전국,20180602,23.1,0.0,1.6,56
전국,20180601,22.1,0.0,1.6,61
전국,20180531,19.7,0.0,1.8,66
전국,20180530,20.7,2.2,1.7,78
전국,20180529,21.4,1.5,1.4,77
전국,20180528,20.4,0.6,1.5,72
전국,20180527,19.5,0.0,1.2,69
전국,20180526,20.0,0.0,1.5,62
전국,20180525,19.8,0.0,1.6,53
전국,20180524,18.9,0.0,2.0,55
전국,20180523,18.1,13.5,2.3,67
전국,20180522,17.5,6.6,1.4,78
전국,20180521,16.2,0.0,2.1,68
전국,20180520,15.7,0.0,3.0,55
전국,20180519,15.7,0.1,2.7,66
전국,20180518,17.5,9.5,2.3,90
전국,20180517,22.8,17.3,2.5,87
전국,20180516,22.9,5.9,2.4,88
전국,20180515,22.5,0.0,1.5,66
전국,20180514,19.3,0.0,1.5,71
전국,20180513,17.3,3.3,1.9,81
전국,20180512,16.0,16.7,1.9,84
전국,20180511,16.9,0.0,1.7,60
전국,20180510,15.2,0.0,1.7,70
전국,20180509,13.6,0.0,2.2,68
전국,20180508,15.1,0.5,2.9,71
전국,20180507,16.4,12.0,1.5,85
전국,20180506,15.9,19.5,1.8,92
전국,20180505,18.1,0.0,2.7,48
전국,20180504,14.5,0.0,3.5,45
전국,20180503,12.0,0.9,3.7,60
전국,20180502,14.9,12.9,2.3,88
전국,20180501,18.6,0.5,1.5,78
전국,20180430,18.8,0.0,1.9,67
전국,20180429,16.5,0.0,2.0,55
전국,20180428,15.9,0.0,1.8,59
전국,20180427,14.9,0.0,2.0,59
전국,20180426,14.6,0.0,1.6,59
전국,20180425,13.0,0.1,1.6,57
전국,20180424,11.6,10.5,2.6,83
전국,20180423,11.2,45.9,3.2,92
전국,20180422,15.7,4.7,2.4,71
전국,20180421,18.8,0.0,1.8,51
전국,20180420,17.7,0.0,1.4,52
전국,20180419,15.1,0.0,1.9,45
전국,20180418,13.2,0.0,1.7,54
전국,20180417,12.6,0.0,1.6,61
전국,20180416,10.9,0.0,1.7,61
전국,20180415,10.5,0.0,2.9,63
전국,20180414,9.5,22.9,2.4,85
전국,20180413,12.8,0.0,2.4,41
전국,20180412,13.2,0.0,2.2,40
전국,20180411,15.5,2.3,3.4,52
전국,20180410,15.1,1.7,3.5,60
전국,20180409,10.7,0.0,1.8,58
전국,20180408,7.2,0.8,3.0,56
전국,20180407,5.0,0.3,4.5,46
전국,20180406,7.9,16.9,3.5,69
전국,20180405,8.5,12.6,2.3,89
전국,20180404,11.5,14.9,2.4,85
전국,20180403,18.0,0.1,2.0,71
전국,20180402,17.8,0.0,2.0,69
전국,20180401,15.8,0.0,1.7,66
전국,20180331,14.0,0.0,1.7,57
전국,20180330,12.7,0.0,2.0,60
전국,20180329,14.5,0.0,1.7,67
전국,20180328,15.0,0.0,2.2,60
전국,20180327,13.7,0.0,1.9,59
전국,20180326,12.0,0.0,1.8,59
전국,20180325,10.8,0.0,1.9,61
전국,20180324,9.1,0.0,2.0,59
전국,20180323,6.2,0.0,1.7,63
전국,20180322,5.0,0.0,2.2,65
전국,20180321,1.8,8.6,3.0,83
전국,20180320,5.3,0.6,4.6,54
전국,20180319,8.5,19.9,2.9,85
전국,20180318,8.0,6.0,1.2,75
전국,20180317,5.4,0.0,1.6,64
전국,20180316,5.2,0.7,3.1,69
전국,20180315,12.8,23.9,1.9,91
전국,20180314,15.2,0.0,2.0,66
전국,20180313,12.3,0.0,2.3,62
전국,20180312,7.9,0.0,1.5,63
전국,20180311,6.4,0.0,1.7,62
전국,20180310,4.8,0.0,1.7,68
전국,20180309,3.5,0.1,1.6,75
전국,20180308,3.3,16.7,2.4,87
전국,20180307,5.1,5.1,2.3,71
전국,20180306,4.7,0.0,1.8,65
전국,20180305,5.7,12.1,3.2,81
전국,20180304,11.8,16.0,2.0,79
전국,20180303,7.6,0.0,1.5,54
전국,20180302,1.3,0.0,1.8,47
전국,20180301,2.8,0.9,4.6,58
전국,20180228,5.6,29.2,2.9,80
전국,20180227,5.1,0.0,1.2,57
전국,20180226,3.1,0.0,1.3,51
전국,20180225,3.8,0.0,1.6,57
전국,20180224,4.6,0.1,1.8,60
전국,20180223,4.4,1.0,2.1,65
전국,20180222,0.6,0.1,1.8,47
전국,20180221,0.5,0.0,2.2,33
전국,20180220,2.7,0.0,1.8,46
전국,20180219,2.8,0.0,1.3,46
전국,20180218,0.8,0.0,1.4,34
전국,20180217,-0.2,0.0,2.9,31
전국,20180216,1.0,0.0,2.0,43
전국,20180215,1.9,0.0,2.0,43
전국,20180214,4.7,0.0,2.8,60
전국,20180213,-0.7,0.1,2.5,54
전국,20180212,-4.1,0.4,3.1,57
전국,20180211,-3.6,0.7,3.2,52
전국,20180210,1.5,0.0,2.9,49
전국,20180209,1.4,0.0,1.3,53
전국,20180208,-3.6,0.0,1.3,46
전국,20180207,-6.7,0.0,1.9,47
전국,20180206,-8.0,0.1,2.8,47
전국,20180205,-7.4,0.1,3.0,46
전국,20180204,-7.1,0.2,3.4,46
전국,20180203,-4.5,0.3,3.5,50
전국,20180202,-2.4,0.0,1.7,48
전국,20180201,-2.1,0.0,1.6,46
전국,20180131,-1.0,0.0,1.5,54
전국,20180130,-4.6,0.1,1.9,55
전국,20180129,-5.9,0.1,2.9,45
전국,20180128,-2.7,0.0,2.7,39
전국,20180127,-7.0,0.0,1.6,44
전국,20180126,-10.4,0.0,3.2,44
전국,20180125,-9.9,0.0,3.2,41
전국,20180124,-10.4,0.0,3.5,38
전국,20180123,-6.4,0.0,4.0,46
전국,20180122,2.9,1.2,1.9,63
전국,20180121,1.2,0.0,1.1,60
전국,20180120,1.2,0.0,1.4,64
전국,20180119,1.3,0.0,1.5,55
전국,20180118,3.7,0.0,1.8,70
전국,20180117,4.3,5.0,1.4,87
전국,20180116,3.8,7.0,1.1,80
전국,20180115,4.4,0.0,1.5,70
전국,20180114,-0.3,0.0,1.3,71
전국,20180113,-3.1,0.1,1.3,69
전국,20180112,-8.5,0.0,2.2,54
전국,20180111,-8.2,0.8,2.7,59
전국,20180110,-4.5,2.2,3.0,63
전국,20180109,-1.3,1.4,3.7,65
전국,20180108,2.3,2.4,2.0,76
전국,20180107,-0.3,0.5,1.0,60
전국,20180106,-0.7,0.0,2.0,54
전국,20180105,-0.1,0.0,2.0,54
전국,20180104,-1.7,0.0,1.6,51
전국,20180103,-1.6,0.0,2.4,46
전국,20180102,0.2,0.0,1.8,57
전국,20180101,-0.4,0.0,1.9,51
전국,20171231,2.1,0.4,2.8,56
전국,20171230,2.9,0.6,1.0,77
전국,20171229,2.9,0.0,1.7,70
전국,20171228,-1.5,0.0,1.5,52
전국,20171227,-3.9,0.0,2.7,38
전국,20171226,-0.6,0.1,3.1,51
전국,20171225,0.2,0.0,3.1,49
전국,20171224,4.3,14.2,2.3,80
전국,20171223,3.9,0.0,1.1,75
전국,20171222,1.7,0.0,1.4,68
전국,20171221,-0.1,0.0,1.6,65
전국,20171220,-1.5,0.7,1.5,61
전국,20171219,-1.3,0.1,2.6,52
전국,20171218,-0.2,0.3,1.7,66
전국,20171217,-4.4,0.1,2.3,50
전국,20171216,-1.7,0.2,3.1,49
전국,20171215,-0.8,0.0,1.4,48
전국,20171214,-4.0,0.0,1.1,50
