주소,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
경기도 평택시,8.23 안성천 1,12.01 진위천 2,21.08 아산호 2,25.19 황구지천 2,25.42 봉강천 1,27.39 남양호 2,27.63 삽교호 2,28.8 풍세천 1,28.89 청미천 1,29.1 백곡지 2,30.62 곡교천 1,30.81 원천리천 3,33.61 송정저수지 2,33.9 서호 3,35.87 병천천 2,36.95 경안천 2,37.98 왕송호수 3,39.81 무한천 2,40.44 화성호 2,47.33 보강천 2,50.53 석문간척지 2,52.27 시화호 1,55.91 탄천 2,56.06 미호천 1,56.06 대호 2,56.19 도당천 2,56.58 잠홍지 2,57.48 무심천 2,58.36 산수저수지 2,58.62 해미천 2,60.75 팔당호 2,61.67 안양천  3,62.16 남한강 2,68.0 중랑천 2,69.83 간월호 2,71.55 강서지구 3,75.1 천수만 1,76.53 부남호 2,79.12 한강하구 1,83.41 공릉천 1,84.78 충주호 3,85.29 원주천 2,90.04 논산천 2,96.2 섬강 1,96.97 임진강 2,100.71 포천천 2,100.85 문산천 2,101.29 봉선저수지 2,103.2 상패천 2,112.98 금강하구둑 1,114.96 금강호 2,115.06 소양강 하류 2,122.79 만경강 1,132.46 전주천 2,134.8 김천 2,135.2 한탄강 2,139.41 원평천 3,141.04 조류지 2,143.55 구미 3,144.91 철원평야 2,145.06 토교저수지 2,147.25 동진강 1,164.23 동림저수지 1,176.0 낙동강 2,179.06 금호강 1,179.22 남대천 3,183.31 남대천 3,187.32 황룡강 2,192.6 안심습지 3,195.92 담양습지 3,196.77 목포늪 3,198.14 창녕우포 3,198.3 사지포 3,205.87 산남저수지 3,212.88 장척저수지 3,213.91 함평대동저수지 2,214.75 주암댐 2,219.0 고막원천 2,221.26 지석천 2,224.23 형산강 1,232.9 사천만 3,233.18 우습제 2,233.25 주남저수지 3,235.2 동판저수지 2,236.81 순천만 1,239.87 화포천 2,245.1 낙동강 2,252.47 양산천 2,255.49 낙동강 3,256.58 영산강 2,256.97 양산발생지 3,259.07 태화강 3,261.59 영암호 1,266.84 낙동강하구 2,271.48 금호호 1,271.67 만덕간척지 2,279.84 강진만 2,280.7 고천암 2,283.38 사내간척지 2,387.01 하도리 2,389.7 종달리 3,392.75 오조리 3,417.19 용수저수지 2
경기도 동두천시,1.84 상패천 2,12.35 포천천 2,27.07 문산천 2,28.6 공릉천 1,33.44 중랑천 2,37.08 임진강 2,38.14 한탄강 2,40.79 한강하구 1,41.07 강서지구 3,45.34 철원평야 2,45.57 탄천 2,46.36 안양천  3,47.33 토교저수지 2,47.83 팔당호 2,60.09 소양강 하류 2,62.44 남한강 2,67.04 왕송호수 3,67.79 경안천 2,69.6 서호 3,71.04 원천리천 3,74.74 시화호 1,77.42 황구지천 2,89.62 진위천 2,91.79 청미천 1,93.4 섬강 1,93.71 화성호 2,96.8 원주천 2,101.38 남양호 2,102.24 안성천 1,110.89 대호 2,112.01 석문간척지 2,112.17 아산호 2,116.36 삽교호 2,119.14 백곡지 2,126.08 잠홍지 2,126.7 봉강천 1,128.42 송정저수지 2,130.24 풍세천 1,130.8 도당천 2,132.0 곡교천 1,132.39 보강천 2,133.27 병천천 2,133.3 무한천 2,137.43 충주호 3,140.54 남대천 3,140.67 해미천 2,140.8 산수저수지 2,149.36 간월호 2,150.54 부남호 2,152.22 무심천 2,154.96 천수만 1,155.97 미호천 1,162.53 남대천 3,191.47 논산천 2,199.67 봉선저수지 2,211.34 금강하구둑 1,213.26 금강호 2,222.44 김천 2,223.4 구미 3,223.74 만경강 1,233.9 전주천 2,238.77 조류지 2,240.11 원평천 3,247.49 동진강 1,261.1 낙동강 2,263.5 동림저수지 1,264.16 금호강 1,271.81 안심습지 3,286.6 목포늪 3,287.47 황룡강 2,287.71 사지포 3,287.96 창녕우포 3,293.21 형산강 1,296.6 담양습지 3,300.71 산남저수지 3,302.78 장척저수지 3,312.14 함평대동저수지 2,316.18 주암댐 2,318.04 고막원천 2,321.81 주남저수지 3,322.13 지석천 2,323.7 동판저수지 2,326.83 화포천 2,329.51 낙동강 2,330.68 사천만 3,332.32 우습제 2,334.01 태화강 3,334.59 양산발생지 3,335.95 양산천 2,337.83 순천만 1,339.68 낙동강 3,353.87 낙동강하구 2,354.31 영산강 2,360.37 영암호 1,369.86 금호호 1,372.12 만덕간척지 2,379.72 고천암 2,380.37 강진만 2,383.76 사내간척지 2,488.04 하도리 2,490.75 종달리 3,493.85 오조리 3,516.03 용수저수지 2
경기도 안산시,10.43 왕송호수 3,14.06 시화호 1,14.61 서호 3,20.38 원천리천 3,21.38 황구지천 2,21.66 안양천  3,26.36 화성호 2,29.87 강서지구 3,30.7 탄천 2,33.51 진위천 2,34.23 남양호 2,35.82 경안천 2,36.17 한강하구 1,37.83 중랑천 2,43.34 공릉천 1,45.4 석문간척지 2,45.75 대호 2,46.88 팔당호 2,47.06 아산호 2,49.52 안성천 1,50.05 삽교호 2,53.9 임진강 2,54.67 청미천 1,59.09 잠홍지 2,59.58 문산천 2,60.78 남한강 2,63.35 도당천 2,66.13 봉강천 1,66.94 무한천 2,69.27 상패천 2,70.43 풍세천 1,71.48 백곡지 2,71.61 포천천 2,72.87 곡교천 1,72.9 해미천 2,73.03 산수저수지 2,77.65 송정저수지 2,80.21 병천천 2,81.84 간월호 2,83.79 부남호 2,87.5 천수만 1,89.15 보강천 2,98.4 원주천 2,99.57 미호천 1,101.79 무심천 2,102.86 소양강 하류 2,104.48 섬강 1,105.36 한탄강 2,113.12 철원평야 2,114.87 토교저수지 2,116.66 충주호 3,129.55 논산천 2,133.47 봉선저수지 2,145.0 금강하구둑 1,146.88 금강호 2,159.64 만경강 1,171.72 전주천 2,171.95 조류지 2,175.44 원평천 3,178.81 김천 2,181.84 남대천 3,182.18 동진강 1,186.31 구미 3,188.73 남대천 3,197.3 동림저수지 1,219.87 낙동강 2,221.84 황룡강 2,222.94 금호강 1,231.54 담양습지 3,235.6 안심습지 3,241.09 목포늪 3,242.46 창녕우포 3,242.61 사지포 3,245.23 함평대동저수지 2,249.99 산남저수지 3,251.49 고막원천 2,253.74 주암댐 2,257.22 장척저수지 3,257.27 지석천 2,265.25 형산강 1,265.8 우습제 2,276.27 사천만 3,277.51 순천만 1,277.55 주남저수지 3,279.49 동판저수지 2,284.07 화포천 2,287.14 영산강 2,289.07 낙동강 2,293.6 영암호 1,296.35 양산천 2,299.46 낙동강 3,299.98 양산발생지 3,301.59 태화강 3,302.88 금호호 1,306.53 만덕간척지 2,311.07 낙동강하구 2,313.03 고천암 2,314.85 강진만 2,318.07 사내간척지 2,423.12 하도리 2,425.85 종달리 3,429.07 오조리 3,449.08 용수저수지 2
경기도 고양시,6.01 공릉천 1,7.75 강서지구 3,8.44 한강하구 1,16.54 안양천  3,20.64 임진강 2,22.02 중랑천 2,22.76 문산천 2,29.9 탄천 2,34.95 상패천 2,40.32 왕송호수 3,41.64 시화호 1,41.78 포천천 2,44.17 팔당호 2,44.22 서호 3,47.8 원천리천 3,52.62 경안천 2,52.92 황구지천 2,61.75 화성호 2,62.56 남한강 2,66.18 진위천 2,71.61 남양호 2,71.89 한탄강 2,77.59 대호 2,77.67 청미천 1,78.12 철원평야 2,79.23 석문간척지 2,80.8 토교저수지 2,81.19 안성천 1,84.27 아산호 2,84.55 소양강 하류 2,87.46 삽교호 2,93.39 잠홍지 2,98.48 도당천 2,101.37 백곡지 2,102.0 봉강천 1,102.54 원주천 2,103.73 섬강 1,104.36 무한천 2,106.05 풍세천 1,108.25 곡교천 1,108.97 해미천 2,109.16 산수저수지 2,109.3 송정저수지 2,113.03 병천천 2,117.02 간월호 2,117.34 보강천 2,117.55 부남호 2,122.51 천수만 1,133.79 무심천 2,133.94 충주호 3,134.16 미호천 1,166.29 논산천 2,166.66 남대천 3,170.87 봉선저수지 2,182.34 남대천 3,182.38 금강하구둑 1,184.25 금강호 2,196.92 만경강 1,208.62 김천 2,208.62 전주천 2,209.21 조류지 2,212.81 원평천 3,213.15 구미 3,219.59 동진강 1,234.68 동림저수지 1,248.9 낙동강 2,251.98 금호강 1,259.26 황룡강 2,262.42 안심습지 3,268.94 담양습지 3,272.12 목포늪 3,273.47 사지포 3,273.49 창녕우포 3,282.42 함평대동저수지 2,283.21 산남저수지 3,288.33 장척저수지 3,288.34 형산강 1,288.79 고막원천 2,290.79 주암댐 2,294.67 지석천 2,303.1 우습제 2,308.18 주남저수지 3,310.11 동판저수지 2,310.95 사천만 3,314.08 화포천 2,314.08 순천만 1,318.08 낙동강 2,324.18 영산강 2,325.02 양산천 2,326.4 양산발생지 3,327.0 태화강 3,328.42 낙동강 3,330.82 영암호 1,340.03 금호호 1,341.19 낙동강하구 2,343.94 만덕간척지 2,350.27 고천암 2,352.26 강진만 2,355.48 사내간척지 2,460.53 하도리 2,463.27 종달리 3,466.48 오조리 3,486.21 용수저수지 2
경기도 과천시,12.43 탄천 2,13.7 안양천  3,14.0 왕송호수 3,16.55 서호 3,19.09 원천리천 3,20.72 중랑천 2,23.58 강서지구 3,24.83 황구지천 2,25.61 경안천 2,29.34 팔당호 2,31.0 시화호 1,32.0 한강하구 1,33.84 공릉천 1,37.81 진위천 2,44.02 화성호 2,45.04 남한강 2,48.83 남양호 2,49.05 임진강 2,49.66 청미천 1,51.43 문산천 2,52.36 안성천 1,54.8 상패천 2,55.12 포천천 2,59.02 아산호 2,63.23 석문간척지 2,63.32 삽교호 2,63.95 대호 2,72.44 백곡지 2,74.48 봉강천 1,76.6 잠홍지 2,78.3 풍세천 1,80.22 무한천 2,80.33 곡교천 1,80.38 송정저수지 2,80.43 도당천 2,84.22 병천천 2,84.4 원주천 2,84.58 소양강 하류 2,88.61 보강천 2,89.01 섬강 1,89.2 해미천 2,89.26 산수저수지 2,89.53 한탄강 2,98.1 철원평야 2,98.71 간월호 2,99.24 토교저수지 2,101.3 부남호 2,104.42 천수만 1,104.86 무심천 2,105.71 미호천 1,108.84 충주호 3,139.22 논산천 2,146.52 봉선저수지 2,158.19 금강하구둑 1,160.12 금강호 2,163.96 남대천 3,170.91 만경강 1,172.39 남대천 3,179.83 김천 2,181.67 전주천 2,184.94 구미 3,185.67 조류지 2,187.16 원평천 3,194.42 동진강 1,210.35 동림저수지 1,220.25 낙동강 2,223.34 금호강 1,234.28 안심습지 3,234.37 황룡강 2,243.22 목포늪 3,243.6 담양습지 3,244.59 사지포 3,244.59 창녕우포 3,254.3 산남저수지 3,259.05 함평대동저수지 2,259.43 장척저수지 3,261.4 형산강 1,263.98 주암댐 2,264.9 고막원천 2,269.18 지석천 2,279.18 우습제 2,279.33 주남저수지 3,281.26 동판저수지 2,282.29 사천만 3,285.32 화포천 2,286.53 순천만 1,289.48 낙동강 2,296.49 양산천 2,298.42 양산발생지 3,299.32 태화강 3,299.83 낙동강 3,301.29 영산강 2,307.25 영암호 1,312.42 낙동강하구 2,316.77 금호호 1,319.05 만덕간척지 2,326.59 고천암 2,327.3 강진만 2,330.67 사내간척지 2,435.12 하도리 2,437.84 종달리 3,440.97 오조리 3,462.92 용수저수지 2
경기도 구리시,5.16 중랑천 2,11.3 탄천 2,17.32 팔당호 2,24.21 안양천  3,27.85 강서지구 3,28.3 공릉천 1,32.97 경안천 2,34.06 포천천 2,34.74 한강하구 1,35.6 남한강 2,35.72 왕송호수 3,36.75 상패천 2,37.09 서호 3,37.31 원천리천 3,43.63 문산천 2,43.93 황구지천 2,46.28 임진강 2,51.51 시화호 1,55.34 진위천 2,57.52 청미천 1,63.75 소양강 하류 2,66.21 화성호 2,67.37 안성천 1,68.72 한탄강 2,70.53 남양호 2,75.39 원주천 2,76.75 섬강 1,78.06 철원평야 2,78.55 토교저수지 2,79.46 아산호 2,84.3 삽교호 2,84.37 백곡지 2,85.41 석문간척지 2,85.9 대호 2,92.34 봉강천 1,93.54 송정저수지 2,95.71 풍세천 1,97.37 곡교천 1,98.23 보강천 2,98.34 병천천 2,98.82 잠홍지 2,100.96 무한천 2,102.62 도당천 2,108.8 충주호 3,111.19 해미천 2,111.24 산수저수지 2,117.46 무심천 2,120.85 간월호 2,121.05 미호천 1,123.51 부남호 2,126.56 천수만 1,144.68 남대천 3,156.91 남대천 3,156.95 논산천 2,166.65 봉선저수지 2,178.37 금강하구둑 1,180.31 금강호 2,188.99 김천 2,189.65 만경강 1,191.39 구미 3,199.32 전주천 2,206.11 조류지 2,206.17 원평천 3,213.79 동진강 1,228.33 낙동강 2,230.27 동림저수지 1,231.4 금호강 1,240.31 안심습지 3,253.04 목포늪 3,253.85 황룡강 2,254.23 사지포 3,254.41 창녕우포 3,262.69 담양습지 3,264.23 형산강 1,266.33 산남저수지 3,269.25 장척저수지 3,279.41 함평대동저수지 2,281.55 주암댐 2,284.96 고막원천 2,288.11 지석천 2,288.59 주남저수지 3,290.49 동판저수지 2,293.95 화포천 2,295.92 사천만 3,297.16 낙동강 2,299.21 우습제 2,302.96 순천만 1,303.79 양산발생지 3,303.83 양산천 2,303.84 태화강 3,307.42 낙동강 3,321.04 낙동강하구 2,321.84 영산강 2,327.44 영암호 1,337.12 금호호 1,338.37 만덕간척지 2,346.57 강진만 2,346.7 고천암 2,350.05 사내간척지 2,453.92 하도리 2,456.62 종달리 3,459.68 오조리 3,483.15 용수저수지 2
경기도 남양주시,13.23 중랑천 2,15.1 팔당호 2,18.66 탄천 2,28.87 포천천 2,31.46 남한강 2,33.06 안양천  3,33.81 공릉천 1,34.59 상패천 2,35.85 강서지구 3,36.29 경안천 2,42.02 한강하구 1,43.57 왕송호수 3,43.82 원천리천 3,44.4 서호 3,47.04 문산천 2,50.49 황구지천 2,51.43 임진강 2,54.81 소양강 하류 2,59.3 청미천 1,60.39 시화호 1,60.96 진위천 2,63.08 한탄강 2,69.88 원주천 2,70.0 섬강 1,71.68 안성천 1,72.93 토교저수지 2,73.07 철원평야 2,74.57 화성호 2,78.06 남양호 2,86.11 아산호 2,87.07 백곡지 2,91.24 삽교호 2,93.8 석문간척지 2,94.5 대호 2,96.62 송정저수지 2,97.56 봉강천 1,99.75 보강천 2,100.68 풍세천 1,101.79 병천천 2,102.15 곡교천 1,106.28 충주호 3,107.05 잠홍지 2,107.68 무한천 2,110.66 도당천 2,118.9 해미천 2,118.92 산수저수지 2,120.05 무심천 2,124.84 미호천 1,128.76 간월호 2,131.7 부남호 2,134.47 천수만 1,135.82 남대천 3,148.81 남대천 3,161.75 논산천 2,172.79 봉선저수지 2,184.51 금강하구둑 1,186.47 금강호 2,189.68 김천 2,190.92 구미 3,194.91 만경강 1,203.96 전주천 2,211.56 원평천 3,212.4 조류지 2,219.39 동진강 1,228.44 낙동강 2,231.5 금호강 1,236.18 동림저수지 1,239.53 안심습지 3,253.84 목포늪 3,254.96 사지포 3,255.2 창녕우포 3,259.46 황룡강 2,262.1 형산강 1,268.07 담양습지 3,268.09 산남저수지 3,270.02 장척저수지 3,285.59 함평대동저수지 2,286.03 주암댐 2,289.07 주남저수지 3,290.93 고막원천 2,290.97 동판저수지 2,293.36 지석천 2,294.16 화포천 2,296.96 낙동강 2,298.38 사천만 3,302.32 태화강 3,302.62 양산발생지 3,303.48 양산천 2,305.15 우습제 2,306.81 순천만 1,307.16 낙동강 3,321.21 낙동강하구 2,328.12 영산강 2,333.47 영암호 1,343.25 금호호 1,343.83 만덕간척지 2,351.99 강진만 2,352.66 고천암 2,355.54 사내간척지 2,459.0 하도리 2,461.68 종달리 3,464.7 오조리 3,489.15 용수저수지 2
경기도 오산시,5.81 진위천 2,7.93 황구지천 2,13.01 원천리천 3,16.55 서호 3,20.96 안성천 1,20.97 왕송호수 3,22.64 경안천 2,28.31 청미천 1,28.43 남양호 2,31.52 아산호 2,35.09 화성호 2,37.38 삽교호 2,38.44 탄천 2,39.77 시화호 1,42.56 백곡지 2,42.88 봉강천 1,44.24 안양천  3,45.43 팔당호 2,46.49 풍세천 1,48.39 곡교천 1,49.33 송정저수지 2,50.4 중랑천 2,50.65 남한강 2,50.82 석문간척지 2,52.6 병천천 2,52.91 무한천 2,54.23 강서지구 3,54.79 대호 2,60.12 보강천 2,60.65 잠홍지 2,62.05 한강하구 1,62.15 도당천 2,65.76 공릉천 1,67.49 산수저수지 2,67.62 해미천 2,73.68 미호천 1,73.75 무심천 2,78.45 간월호 2,79.81 임진강 2,80.72 원주천 2,83.26 문산천 2,83.56 부남호 2,83.6 포천천 2,84.06 천수만 1,85.58 상패천 2,89.79 섬강 1,90.24 충주호 3,101.84 소양강 하류 2,107.66 논산천 2,117.37 봉선저수지 2,118.22 한탄강 2,127.69 철원평야 2,128.07 토교저수지 2,129.09 금강하구둑 1,131.05 금강호 2,140.05 만경강 1,150.11 전주천 2,150.15 김천 2,156.55 원평천 3,156.99 조류지 2,157.28 구미 3,164.18 동진강 1,174.27 남대천 3,174.37 남대천 3,180.79 동림저수지 1,191.08 낙동강 2,194.16 금호강 1,204.24 황룡강 2,206.59 안심습지 3,212.86 목포늪 3,213.07 담양습지 3,214.23 창녕우포 3,214.32 사지포 3,222.87 산남저수지 3,229.03 장척저수지 3,230.16 함평대동저수지 2,232.42 주암댐 2,235.53 고막원천 2,236.39 형산강 1,238.5 지석천 2,249.2 주남저수지 3,249.75 우습제 2,250.39 사천만 3,251.14 동판저수지 2,254.6 순천만 1,255.55 화포천 2,260.32 낙동강 2,267.54 양산천 2,270.7 낙동강 3,270.97 양산발생지 3,272.56 태화강 3,272.7 영산강 2,278.06 영암호 1,282.59 낙동강하구 2,287.82 금호호 1,288.75 만덕간척지 2,296.94 강진만 2,297.26 고천암 2,300.43 사내간척지 2,404.35 하도리 2,407.04 종달리 3,410.12 오조리 3,433.74 용수저수지 2
경기도 시흥시,14.14 시화호 1,15.11 왕송호수 3,16.13 안양천  3,19.74 서호 3,23.37 강서지구 3,25.32 원천리천 3,27.46 황구지천 2,29.29 탄천 2,29.32 한강하구 1,31.24 화성호 2,34.33 중랑천 2,37.03 공릉천 1,39.03 경안천 2,40.05 진위천 2,40.64 남양호 2,46.54 팔당호 2,47.0 임진강 2,49.24 대호 2,49.7 석문간척지 2,52.9 문산천 2,53.84 아산호 2,56.04 안성천 1,56.62 삽교호 2,59.75 청미천 1,61.89 남한강 2,63.68 잠홍지 2,63.89 상패천 2,67.15 포천천 2,68.33 도당천 2,73.06 봉강천 1,73.44 무한천 2,77.36 풍세천 1,77.85 백곡지 2,78.34 해미천 2,78.5 산수저수지 2,79.79 곡교천 1,84.27 송정저수지 2,86.88 간월호 2,86.97 병천천 2,88.26 부남호 2,92.48 천수만 1,95.35 보강천 2,100.36 한탄강 2,100.6 원주천 2,100.94 소양강 하류 2,105.84 섬강 1,106.47 미호천 1,107.75 철원평야 2,108.49 무심천 2,109.75 토교저수지 2,121.28 충주호 3,136.41 논산천 2,139.88 봉선저수지 2,151.37 금강하구둑 1,153.23 금강호 2,166.33 만경강 1,178.17 조류지 2,178.54 전주천 2,180.95 남대천 3,182.06 원평천 3,185.35 김천 2,188.71 동진강 1,189.52 남대천 3,192.5 구미 3,203.67 동림저수지 1,226.35 낙동강 2,228.3 황룡강 2,229.42 금호강 1,238.08 담양습지 3,241.84 안심습지 3,247.78 목포늪 3,249.15 창녕우포 3,249.28 사지포 3,251.39 함평대동저수지 2,256.85 산남저수지 3,257.75 고막원천 2,260.51 주암댐 2,263.82 지석천 2,263.92 장척저수지 3,271.02 형산강 1,272.06 우습제 2,283.19 사천만 3,284.21 주남저수지 3,284.38 순천만 1,286.15 동판저수지 2,290.67 화포천 2,293.18 영산강 2,295.57 낙동강 2,299.78 영암호 1,302.82 양산천 2,305.96 낙동강 3,306.2 양산발생지 3,307.68 태화강 3,309.0 금호호 1,312.97 만덕간척지 2,317.69 낙동강하구 2,319.23 고천암 2,321.3 강진만 2,324.49 사내간척지 2,429.63 하도리 2,432.37 종달리 3,435.6 오조리 3,455.19 용수저수지 2
경기도 군포시,6.1 왕송호수 3,10.13 서호 3,14.77 원천리천 3,17.74 안양천  3,18.85 황구지천 2,20.88 탄천 2,23.99 시화호 1,27.15 경안천 2,27.6 강서지구 3,29.45 중랑천 2,32.13 진위천 2,35.25 화성호 2,35.37 한강하구 1,36.65 팔당호 2,39.74 공릉천 1,40.24 남양호 2,47.61 안성천 1,48.63 청미천 1,50.76 남한강 2,51.1 아산호 2,53.13 임진강 2,54.48 석문간척지 2,55.09 삽교호 2,55.38 대호 2,57.0 문산천 2,62.89 상패천 2,63.8 포천천 2,67.78 잠홍지 2,67.8 봉강천 1,68.73 백곡지 2,71.6 도당천 2,71.82 풍세천 1,72.04 무한천 2,74.01 곡교천 1,75.95 송정저수지 2,79.28 병천천 2,80.43 해미천 2,80.5 산수저수지 2,85.7 보강천 2,88.94 원주천 2,89.89 간월호 2,92.47 부남호 2,92.92 소양강 하류 2,94.59 섬강 1,95.59 천수만 1,98.09 한탄강 2,100.0 미호천 1,100.41 무심천 2,106.44 철원평야 2,107.75 토교저수지 2,109.7 충주호 3,132.28 논산천 2,138.51 봉선저수지 2,150.15 금강하구둑 1,152.06 금강호 2,163.47 만경강 1,171.62 남대천 3,174.68 전주천 2,176.44 김천 2,177.5 조류지 2,178.66 남대천 3,179.59 원평천 3,182.66 구미 3,186.68 동진강 1,202.38 동림저수지 1,217.2 낙동강 2,220.28 금호강 1,226.56 황룡강 2,232.03 안심습지 3,235.94 담양습지 3,239.4 목포늪 3,240.77 창녕우포 3,240.83 사지포 3,249.55 산남저수지 3,250.87 함평대동저수지 2,255.58 장척저수지 3,256.84 고막원천 2,256.94 주암댐 2,260.39 형산강 1,261.58 지석천 2,271.13 우습제 2,275.69 주남저수지 3,276.85 사천만 3,277.62 동판저수지 2,279.93 순천만 1,281.91 화포천 2,286.46 낙동강 2,293.03 영산강 2,293.59 양산천 2,296.32 양산발생지 3,296.83 낙동강 3,297.55 태화강 3,299.13 영암호 1,308.58 금호호 1,308.98 낙동강하구 2,311.27 만덕간척지 2,318.5 고천암 2,319.54 강진만 2,322.87 사내간척지 2,427.52 하도리 2,430.24 종달리 3,433.4 오조리 3,454.77 용수저수지 2
